timestamp,home_country,source_currency,dest_currency,channel,amount_src,amount_usd,fee,exchange_rate_src_to_dest,new_device,ip_country,location_mismatch,ip_risk_score,kyc_tier,account_age_days,device_trust_score,chargeback_history_count,risk_score_internal,txn_velocity_1h,txn_velocity_24h,corridor_risk,is_fraud,hour_of_day,day_of_week,is_weekend,is_night,corridor,age_bucket,amount_bucket,ip_risk_bucket,device_trust_bucket,night_hours,account_very_new,account_new,velocity_burst,amount_high,ip_risk_high,device_low
2022-10-09 14:04:43.468549+00:00,uk,gbp,gbp,mobile,925.39,1132.979317316533,14.22,1.0,False,uk,False,0.267,standard,4,0.892,0,0.407,0,0,0.0,0,14,6,1,False,gbp_to_gbp,<0-30d,$1k-2k,Low (0-0.3), High>0.8,0,1,0,0,0,0,0
2022-10-09 18:22:26.468549+00:00,ca,cad,php,web,115.25,83.28025752646336,3.0,43.529412,False,ca,False,0.468,low,615,0.515,0,0.355,0,0,0.0,0,18,6,1,False,cad_to_php,> 1year,<$100,(0.3-0.5),(0.5-0.7),0,0,0,0,0,0,0
2022-10-09 20:21:25.468549+00:00,us,usd,gbp,mobile,152.75,150.2785751565762,3.35,0.8,False,us,False,0.328,standard,263,0.522,0,0.223,5,5,0.0,0,20,6,1,False,usd_to_gbp,181-365d,$100-500,(0.3-0.5),(0.5-0.7),0,0,0,1,0,0,0
2022-10-10 08:15:05.468549+00:00,us,usd,usd,web,71.62,70.46122129436326,2.69,1.0,False,us,False,0.129,standard,1016,0.944,0,0.247,0,0,0.0,0,8,0,0,False,usd_to_usd,> 1year,<$100,Low (0-0.3), High>0.8,0,0,0,0,0,0,0
2022-10-10 09:26:44.468549+00:00,us,usd,ngn,mobile,509.65,501.4040970772443,9.13,1111.111111,False,us,False,0.504,standard,147,0.551,0,0.391,0,0,0.25,0,9,0,0,False,usd_to_ngn,91-180d,$500-1k,(0.5-0.7),(0.5-0.7),0,0,0,0,0,0,0
2022-10-10 12:06:38.468549+00:00,us,usd,usd,mobile,190.42,187.33909185803756,-1.0,1.0,False,us,False,1.2,standard,298,-0.1,0,0.166,-1,0,0.0,0,12,0,0,False,usd_to_usd,181-365d,$100-500,,,0,0,0,0,0,1,1
2022-10-10 20:33:00.468549+00:00,uk,gbp,cad,atm,111.18,136.1205983415124,2.66,1.689189,True,uk,False,0.327,standard,4,0.742,0,0.407,0,0,0.0,0,20,0,0,False,gbp_to_cad,<0-30d,$100-500,(0.3-0.5), (0.7-0.8),0,1,0,0,0,0,0
2022-10-11 01:41:19.468549+00:00,uk,gbp,mxn,mobile,499.76,611.8693130702844,7.42,21.551724,False,uk,False,0.31,standard,4,0.892,0,0.407,7,7,0.0,0,1,1,0,True,gbp_to_mxn,<0-30d,$500-1k,(0.3-0.5), High>0.8,0,1,0,1,0,0,0
2022-10-11 05:06:23.468549+00:00,us,usd,cad,web,442.22,435.06508350730695,7.36,1.351351,False,us,False,0.395,standard,830,0.799,0,0.102,0,0,0.0,0,5,1,0,True,usd_to_cad,> 1year,$100-500,(0.3-0.5), (0.7-0.8),1,0,0,0,0,0,0
2022-10-11 05:25:12.468549+00:00,us,usd,eur,web,158.26,155.69942588726514,2.85,0.925926,False,us,False,0.568,standard,263,0.522,0,0.223,0,0,0.0,0,5,1,0,True,usd_to_eur,181-365d,$100-500,(0.5-0.7),(0.5-0.7),1,0,0,0,0,0,0
2022-10-11 06:00:55.468549+00:00,uk,gbp,eur,mobile,168.22,205.95617065127914,3.54,1.157407,True,uk,False,0.973,standard,4,0.742,0,0.407,0,0,0.05,0,6,1,0,False,gbp_to_eur,<0-30d,$100-500, Very Critical (0.8-1.0), (0.7-0.8),1,1,0,0,0,1,0
2022-10-11 07:05:00.468549+00:00,us,usd,cny,mobile,147.9,145.5070459290188,2.07,7.142857,False,us,False,0.394,standard,263,0.522,0,0.223,0,0,0.0,0,7,1,0,False,usd_to_cny,181-365d,$100-500,(0.3-0.5),(0.5-0.7),0,0,0,0,0,0,0
2022-10-11 08:50:19.468549+00:00,us,usd,gbp,mobile,42.13,41.44835594989562,2.02,0.8,False,us,False,0.2,standard,1016,0.944,0,0.247,0,0,0.0,0,8,1,0,False,usd_to_gbp,> 1year,<$100,Low (0-0.3), High>0.8,0,0,0,0,0,0,0
2022-10-11 12:43:29.468549+00:00,us,usd,inr,mobile,144.6,142.26043841336116,3.6,83.333333,False,us,False,0.235,standard,1018,0.934,0,0.087,0,0,0.0,0,12,1,0,False,usd_to_inr,> 1year,$100-500,Low (0-0.3), High>0.8,0,0,0,0,0,0,0
2022-10-11 16:07:45.468549+00:00,us,usd,php,web,103.83,102.1500782881002,1.67,58.823529,False,us,False,0.341,standard,298,0.336,0,0.166,0,0,0.1,0,16,1,0,False,usd_to_php,181-365d,$100-500,(0.3-0.5),(0.3-0.5),0,0,0,0,0,0,0
2022-10-11 16:15:46.468549+00:00,us,usd,cad,mobile,117.63,115.7268006263048,3.7,1.351351,False,us,False,0.269,standard,298,0.336,0,0.166,0,0,0.0,0,16,1,0,False,usd_to_cad,181-365d,$100-500,Low (0-0.3),(0.3-0.5),0,0,0,0,0,0,0
2022-10-11 16:18:27.468549+00:00,ca,cad,gbp,web,232.19,167.78171796155772,4.54,0.592,False,ca,False,0.194,standard,564,0.658,0,0.4,0,0,0.0,0,16,1,0,False,cad_to_gbp,> 1year,$100-500,Low (0-0.3),(0.5-0.7),0,0,0,0,0,0,0
2022-10-11 16:53:00.468549+00:00,us,usd,gbp,mobile,183.95,180.97377348643005,3.2,0.8,False,us,False,0.137,enhanced,367,0.939,0,0.176,0,0,0.0,0,16,1,0,False,usd_to_gbp,> 1year,$100-500,Low (0-0.3), High>0.8,0,0,0,0,0,0,0
2022-10-11 22:21:22.468549+00:00,us,usd,usd,atm,125.6,123.5678496868476,3.24,1.0,False,us,False,0.422,enhanced,257,0.894,0,0.257,0,0,0.0,0,22,1,0,False,usd_to_usd,181-365d,$100-500,(0.3-0.5), High>0.8,0,0,0,0,0,0,0
2022-10-11 23:39:22.468549+00:00,us,usd,php,mobile,147.99,145.5955897703549,3.82,58.823529,False,ca,True,0.416,enhanced,257,0.894,0,0.257,0,0,0.1,0,23,1,0,False,usd_to_php,181-365d,$100-500,(0.3-0.5), High>0.8,0,0,0,0,0,0,0
2022-10-12 03:49:06.468549+00:00,uk,gbp,php,web,193.57,236.9928424263946,3.76,73.529412,True,uk,False,0.366,standard,4,0.742,0,0.407,0,0,0.0,0,3,2,0,True,gbp_to_php,<0-30d,$100-500,(0.3-0.5), (0.7-0.8),1,1,0,0,0,0,0
2022-10-12 04:11:47.468549+00:00,us,usd,cny,web,57.84,56.90417536534447,2.75,7.142857,True,us,False,0.337,enhanced,257,0.744,0,0.257,0,1,0.0,0,4,2,0,True,usd_to_cny,181-365d,<$100,(0.3-0.5), (0.7-0.8),1,0,0,0,0,0,0
2022-10-12 08:33:52.468549+00:00,us,usd,inr,web,130.13,128.02455636743215,-1.0,83.333333,False,us,False,1.2,enhanced,257,-0.1,0,0.257,-1,0,0.0,0,8,2,0,False,usd_to_inr,181-365d,$100-500,,,0,0,0,0,0,1,1
2022-10-12 09:27:22.468549+00:00,us,usd,mxn,atm,55.96,55.05459290187892,1.7,17.241379,False,us,False,0.254,standard,830,0.799,0,0.102,0,0,0.2,0,9,2,0,False,usd_to_mxn,> 1year,<$100,Low (0-0.3), (0.7-0.8),0,0,0,0,0,0,0
2022-10-12 14:25:16.468549+00:00,ca,cad,gbp,web,72.1,52.09984006644692,1.14,0.592,False,ca,False,0.236,low,615,0.515,0,0.355,0,0,0.0,0,14,2,0,False,cad_to_gbp,> 1year,<$100,Low (0-0.3),(0.5-0.7),0,0,0,0,0,0,0
2022-10-12 15:36:15.468549+00:00,us,usd,cny,mobile,121.49,119.52434759916493,2.31,7.142857,False,us,False,0.413,standard,147,0.551,0,0.391,0,0,0.0,0,15,2,0,False,usd_to_cny,91-180d,$100-500,(0.3-0.5),(0.5-0.7),0,0,0,0,0,0,0
2022-10-13 00:56:51.468549+00:00,us,usd,php,web,238.54,234.6805323590814,5.12,58.823529,False,uk,True,0.417,low,616,0.702,0,0.361,0,0,0.1,0,0,3,0,True,usd_to_php,> 1year,$100-500,(0.3-0.5), (0.7-0.8),0,0,0,0,0,0,0
2022-10-13 03:17:46.468549+00:00,us,usd,cny,atm,385.27,379.0365083507307,7.05,7.142857,False,us,False,0.458,enhanced,367,0.939,0,0.176,0,0,0.0,0,3,3,0,True,usd_to_cny,> 1year,$100-500,(0.3-0.5), High>0.8,1,0,0,0,0,0,0
2022-10-13 04:26:51.468549+00:00,us,usd,eur,mobile,92.88,91.37724425887265,1.62,0.925926,False,us,False,0.148,standard,298,0.336,0,0.166,0,0,0.0,0,4,3,0,True,usd_to_eur,181-365d,<$100,Low (0-0.3),(0.3-0.5),1,0,0,0,0,0,0
2022-10-13 19:43:56.468549+00:00,us,usd,cad,web,191.16,188.06711899791233,3.9,1.351351,False,us,False,0.529,low,415,0.568,0,0.304,0,0,0.0,0,19,3,0,False,usd_to_cad,> 1year,$100-500,(0.5-0.7),(0.5-0.7),0,0,0,0,0,0,0
2022-10-14 05:25:12.468549+00:00,ca,cad,inr,mobile,113.48,82.00124619612203,1.99,61.666667,False,ca,False,0.147,low,824,0.607,0,0.282,0,0,0.12,0,5,4,0,True,cad_to_inr,> 1year,<$100,Low (0-0.3),(0.5-0.7),1,0,0,0,0,0,0
2022-10-14 06:50:13.468549+00:00,us,usd,php,mobile,17.54,17.256210855949895,1.04,58.823529,False,us,False,0.195,standard,263,0.522,0,0.223,0,0,0.1,0,6,4,0,False,usd_to_php,181-365d,<$100,Low (0-0.3),(0.5-0.7),1,0,0,0,0,0,0
2022-10-14 11:22:29.468549+00:00,us,usd,php,mobile,9993.4,9831.711377870564,150.43,58.823529,False,us,False,0.205,standard,298,0.336,0,0.166,0,0,0.1,0,11,4,0,False,usd_to_php,181-365d,$2k-5k,Low (0-0.3),(0.3-0.5),0,0,0,0,1,0,0
2022-10-14 17:11:59.468549+00:00,uk,gbp,gbp,mobile,155.05,189.83179324385227,3.33,1.0,False,uk,False,0.402,standard,4,0.892,0,0.407,0,0,0.0,0,17,4,0,False,gbp_to_gbp,<0-30d,$100-500,(0.3-0.5), High>0.8,0,1,0,0,0,0,0
2022-10-14 18:30:45.468549+00:00,us,usd,inr,mobile,1218.1,1198.3917014613778,19.59,83.333333,False,us,False,0.516,low,616,0.702,0,0.361,0,0,0.0,0,18,4,0,False,usd_to_inr,> 1year,$1k-2k,(0.5-0.7), (0.7-0.8),0,0,0,0,0,0,0
2022-10-14 21:02:33.468549+00:00,us,usd,php,web,90.3,88.83898747390397,2.01,58.823529,False,us,False,0.255,enhanced,367,0.939,0,0.176,0,1,0.1,0,21,4,0,False,usd_to_php,> 1year,<$100,Low (0-0.3), High>0.8,0,0,0,0,0,0,0
2022-10-15 04:49:20.468549+00:00,ca,cad,cny,web,506.98,366.3464204838733,8.93,5.285714,False,ca,False,0.303,standard,272,0.792,0,0.048,0,0,0.0,1,4,5,1,True,cad_to_cny,181-365d,$100-500,(0.3-0.5), (0.7-0.8),1,0,0,0,0,0,0
2022-10-15 07:24:15.468549+00:00,us,usd,usd,mobile,246.2,242.21659707724424,3.7,1.0,False,us,False,0.669,standard,263,0.522,0,0.223,0,0,0.0,0,7,5,1,False,usd_to_usd,181-365d,$100-500,(0.5-0.7),(0.5-0.7),0,0,0,0,0,0,0
